,0
1623,"Небо чистое, как выметенный ветрами каток, леденело над полянкой в короткие"
1624,"Горька прокрался с платного катка на реку, догнал друзей, и"
1625,"Горя надевал шубку и — на каток, за тетрадками, за карандашами, за"
1626,"утром — у обедни, днем — на катке, вечером — за вечерней у Трифона"
1627,"А каток (прачешный), на котором я катал"
1628,"хмельные, неся на плечах толстые катки, дубовые рычаги, веревки, за ними"
1629,"ухая, рыча, дружно повезли на катках по доскам, положенным на песок"
1630,"не спеша съехал с переднего катка, ткнувшись в песок тупой мордой"
1631,"тушу, пытаясь подсунуть под нее каток, но они уже выдохлись, а"
1632,"Я с Ваней в легком катке, парой быстрых лошадок, покатил в"
1633,ученики зимой устраивали на ней каток.
1634,"кончались уроки, он направлялся на каток и там оставался до ночи"
1635,такой размер); о дубовых кадках (катках) для держания воды в оранжереях
1636,"берег и поставили на деревянные катки, подперев с обеих сторон кольями."
1637,а ставили их на деревянные катки.
1638,Нарисовал их вчера после катка на Чистых Прудах.
1639,"часами на Патриарших прудах, вокруг катка."
1640,"лирические стихи о любви, о катке и о Елене."
1641,"то вся обледенела, как хороший каток… того и гляди."
1642,Зимой на Невке устроили каток.
1643,"и усталый, он приехал на каток в Таврическом саду."
1644,"В прошлую субботу, после катка, Вольфы пригласили его обедать."
1645,"было скользко, как на ледяном катке."
1646,"туманно, бульвары и улицы — сплошной каток, и глупейшие в голову мысли"
1647,раз целовалась с гимназистом на катке.
1648,"крыльца две собаки, Шарок и Каток, стоя бак о бок и"
1649,дымившейся куче золы Шарок и Каток рычали друг на друга.
1650,"Чуя волчий дух, Шарок и Каток от тоски начинали скулить, подвывать"
1651,"этих волчьих воплей Шарок и Каток зарывались мордой в солому, лежали"
1652,вот у каретника Шарок и Каток раскопали под снегом дохлую галку
1653,"коньки и ходили на городской каток, а иногда просто на речку"
1654,"при помощи тяжелых каменных зубчатых катков, влекомых волами, по настланным большим"
1655,Рождественскія каникулы и встрѣтилъ на каткѣ дѣвушку.
1656,"день я смотрѣлъ и на каткѣ и на улицахъ, по которымъ"
1657,"Музыка на катке, 70-е годы."
1658,"сняли, и все стали готовить катки и молотилки."
1659,"тоже целый день налаживал каменные катки, чтоб утром, на заре, отвезти"
1660,Петрограда по вопросу об устройстве катка.
1661,что сделано Лигой для устройства катка; затем была избрана рабочая комиссия
1662,26-го декабря открылся каток Путиловского Кружка; в ближайшем будущем
1663,ближайшем будущем предполагается открытие образцового катка и организуемой Р. Плуме лыжной
1664,историческом для зимнего спорта месте катка в Юсуповом Саду.
1665,несколько более 1 вер. — кругом катка и прилегающего сквера.
1666,"Мы катаемся здесь на катке, на пруду, а когда замерзнем"
1667,Каток Русского Гимнастического Общества до сих
1668,"значительные затраты, исправив мост на катке и обнеся его забором и"
1669,"очистки снега, лишено возможности открыть каток."
1670,1-го и 2-го февраля на катке «Девичьего поля» Первенство России по
1671,"1912 г. в Петрограде на катке ""Спарта""; вспомним крупные успехи П"
1672,16 декабря 1911 г. на катке о-ва «Сокол I».
1673,1913 г. в Петрограде на катке Петрогр.
1674,15 января 1917 г. на катке «Девичье поле».
1675,14 февраля 1916 г. на катке «Девичье поле»
1676,15 января 1917 г. на катке «Девичье поле»
1677,Каток посещается очень слабо.
1678,"Секция арендует каток, т.к. среди членов особенно"
1679,"Любителей Спорта, имеющий теплое помещение, каток и циклодром."
1680,а пока организует зимний спорт (катки и катанье с гор).
1681,"секцией в центре города устроен каток и ледяная гора, привлекающие массу"
1682,не взялся своевременно за устройство катка.
1683,"Олимпийскому Комитету воспользоваться безвозмездно Чернопрудским катком, но ввиду чрезмерного вздорожания рабочих"
1684,Итак нижегородские спортсмены остались без катка…
1685,"что, несмотря на отдаленность единственного катка, находящегося в Сормове и обслуживающего"
1686,и уменье справляться на маленьком катке еще заметны.
1687,гром и молнию за отсутствие катка…
1688,26 января на катке Девичьего поля состоялись очередные календарные
1689,"с Н.И. Найденовым на катке Девичьего поля, я разговорился с"
1690,"посмотреть, как тот устроил там каток на реке Упе."
1691,18 и 19 января на катке Девичьего поля было разыграно конькобежное
1692,22 января на катке Девичьего поля состоялись состязания 3-го
1693,"состязаний текущего сезона, назначив на катке «Унион» следующие состязания:"
1694,9 февраля — Первенство катка.
1695,16 февраля на катке Девичьего поля было разыграно командное
1696,"не слышно было об открытии катков, о лыжных станциях, и спортсмены"
1697,поручено было исследовать возможность устройства катка в Юсуповом саду.
1698,"до ее утверждения решила устроить каток своими средствами, для чего вошла"
1699,отложить мысль об открытии Юсупова катка (кстати и смету не утвердил
1700,казалось-бы неудача с Юсуповским катком отобьет всякую охоту что-нибудь делать
1701,собрания по поводу неудавшегося устройства катка были в полной мере использованы
1702,"работают 3 лыжных станции и катки, но за поздним открытием катков"
1703,"катки, но за поздним открытием катков вряд ли удастся войти нашим"
1704,в Петрограде были открыты 2 катка — 1-м Спортивным Клубом и Отделом
1705,Клубом и Отделом допризывной подготовки каток и лыжная станция в живописном
1706,"тяжелое время, у нас имеется каток (Культурно-Просветительного Комитета Первого Оруж. завода)."
1707,Каток с беговой дорожкой 280 метр
1708,Традиционный Чернопрудский каток городские власти до сих пор
1709,"разбиралось предложение Управы спортсменам взять каток в свой руки: расчистить, поставить"
1710,"имеющиеся на лицо спортивные учреждения (каток, лыжную станцию, гимнастический зал, гавань"
1711,"гавань и др.), скоропалительно залил каток в Струковском саду и ухлопал"
1712,"Каток вышел неудачным, а для конькобежцев"
1713,"Подвести каток Клуба под предпринимательский, преследующий цели"
1714,"Так и сделали, но каток Отдела продолжает пустовать."
1715,"и союзов, каковым является клубский каток, десятки лет заливаемый клубом без"
1716,Беговая дорожка на катке пустует.
1717,"когда конькобежцы мечтали об очищении катка от публики, только метающей им"
1718,тоже нечего стало делать на катке.
1719,Место розыгрыша — каток Девичьего поля.
1720,"и отдаленность от центра города катка Девичьего Поля, большое количество любителей"
1721,11 и 12 января на катке Девичьего поля состоялись большие конькобежные
1722,"9 февраля на катке Девичьего поля, состоялся розыгрыш Первенства"
1723,первенства Р.Г.О. на катке «Девичьего Поля» было разыграно первенство
1724,"Усилиями Сормовского Спорт-Клуба открыт каток в Сормове, на котором нижегородскими"
1725,Чернопрудский каток на этот год открыть не
1726,в большинстве уездных городов функционировали каток и; катание на санях.
1727,которая имеет в своем распоряжении каток.
1728,"организовать зимний спорт, — был устроен каток."
1729,"и устраивать «гимнастические прогулки»; зимой — каток, хоккей и лыжи."
1730,"В городе открыты несколько катков, на которых устраиваются пользующиеся большой"
1731,снова придется работать по устройству катка и снятию зимнего помещения для
1732,"отметить, что кружок «Спорт» открыл каток, устройством которого занимались очень немногочисленные"
1733,"Однако, каток функционировал не долго, так как"
1734,"желающих кататься на коньках и каток был закрыт, принеся кружку до"
1735,и плавание) летом и устройство катка на льду реки — зимою.
1736,"Отдел имеет свой каток, который привлекает много любителей-конькобежцев."
1737,функционируют следующие лыжные станции и катки:
1738,Спортивном Клубе — лыжная станция и каток.
1739,При Путиловском Кружке Любителей Спорта — каток.
1740,Коммерческом училище — лыжная станция и каток.
1741,трудовой школе — лыжная станция и каток.
1742,5) При Петровской Учительской Семинарии — каток.
1743,Семеновском плацу — лыжная станция и каток.
1744,"Поговаривают о катке, но это пока только разговоры."
1745,В половине февраля на катке Культ.-Просв.
1746,"в нынешнем году, при близости катка от заводов, отапливаемых углем, сажа"
1747,2-го марта на катке Пролеткульта Спортивным Отделом были устроены
1748,от мысли об очистке большинства катков.
1749,усилиям членов названных клубов их катки были очищены и старые конкуренты
1750,"1 1/2 час. дня на катке Яхт-Клуба (Петровка, 26)."
1751,2-го февраля на катке при Народном Дворце состоялся первый
1752,"Даже малый размер площади катка, расчищенного только на половину из"
1753,"как лыжные станции, так и катки."
1754,"неблагоприятных условиях, так как многие катки были лишены рабочей силы, и"
1755,"его он опять засыпал все катки, и даже в Москве, где"
1756,и тут в последнее время катки были завалены снегом.
1757,Каток.
1758,"и играть, и он организовал катки и клубы."
1759,"и без тренировок, так как катка не было, а лыжи реквизировались."
1760,"что отсутствие трамвайного движения, отдаленность катка Девичьего Поля (единственного, на котором"
1761,"Поля, в виду того, что каток Р.Г.О. на Патриаршем"
1762,Присутствие «патриаршевцев» на катке Девичьего Поля безусловно вносило в
1763,"Устраивается-ли каток: а) его общая площадь, б)"
1764,9-го марта на катке Центро-Спорта состоялся 4-й и последний
1765,"и Толстой каждый день на катке у себя катается, — рассказывает Григорович"
1766,"Девицы-красавицы», а оркестры на катках исполняли популярный вальс."
1767,"Кроме катки белья, в доме не было"
1768,вверх дном и поставил на катки.
1769,же до сих пор мной «Каток» Кости (Сомова) уж очень надуман
1770,"садов и гуляний, театров, концертов, катков, выставок и т. п."
1771,"побывать на всех выставках, гуляньях, катках, вечерах и находил время посещать"
1772,"Помню, как, вернувшись с катка, с коньками в руках, я"
1773,велим как можно скорее запрягать «катки»  (так у нас называется линейка
1774,"Вдруг в четвертом часу застучали катки16, и подъехали мама, Саша"
1775,16 В Ясной Поляне «катками» называлась линейка.
1776,"На крыше отеля Вальдорф устроен каток, который, как предполагают его устроители"
1777,"На катке будет играть музыка, и он"
1778,"солнце, гулянье на Соборной улице, каток в городском саду, розовый вечер"
1779,"во все стороны скользящую на катке толпу, в которой Оля Мещерская"
1780,г. Балина с [нрзб.] жеребцом «Каток»  (от Клада и Волшебницы) гнедой
1781,превращались в два широких залипших катка…
1782,"Ходим на каток, гуляем, играем и когда наступает"
1783,с дочерьми с горы на катке.
1784,с ними с горы на катке.
1785,Поработал на катке.
1786,поработал с тремя дочками на катке — начали постройку большой башни.
1787,и поработал с Мари на катке.
1788,С. Погулял и поработал на катке.
1789,и поработал с детьми на катке.
1790,со всеми сыновьями Ксении на катке; башня очень подвинулась в высоту.
1791,с ней и поработал на катке.
1792,Погулял и поработал на катке.
1793,Паровой каток.
1794,"меня встречал в Юсуповом, на катке, нынешней зимой, и выразил предположение"
1795,"снег на озере на месте катка, чтобы дать промерзнуть воде под"
1796,"полотенца, губка, шнур белый на катке, красное вино и розовая вода."
1797,между берегом с кузницами и катком на пруде установились своего рода
1798,Тут же бравый солдат на катке «прокатывает» солдатскую рубаху.
1799,Святки из Москвы и увлекшись катком и любительскими спектаклями.
1800,"в девять часов утра, на катке."
1801,"В углу на катке — конурка, вроде собачьей: грелка, а"
1802,а также обитель татарина — держателя катка.
1803,"Павлыч сказал всерьез, что на катке — решительное свидание у князя с"
1804,вдруг вместо смерти — жизнь: на катке — Варвара.
1805,"Прости, прости, богочтимая, — с катка мчался Костя к Глафире…"
1806,"Клубком завились, по катку покатились, ну, срамота-а!"
1807,Каток на выставке.
1808,"к устройству о-вом «Сокол» ледяного катка на пруде, находящемся на территории"
1809,Пока снимали катающихся на катке наших прудов в городском саду
1810,Каток
1811,"с высшим начальным училищем, устраивает каток для учащихся."
1812,"Каток крайне желателен, тем более, что"
1813,"саду кинематографа «Кинь-Грусть» существует каток, но он недоступен для беднейших"
1814,ли не четыре часа на катке.
1815,"Верхом — это, пожалуй, хуже катка, ведь там не будет ясного"
1816,Позднее пойду опять на каток дышать чудным морозным воздухом — какое-то
1817,"Логика по-прежнему обходится без меня, каток и манеж по-прежнему посещаются."
1818,"Сегодня на минутку прибежала с катка в манеж посмотреть, как будет"
1819,"на коньках на чудном естественном катке, который занимает весь пруд от"
1820,"и из бочек поливали щебенку, — катки лучше вдавливают по мокрому грунту."
1821,"всех театров, концертов, кинематографов, выставок, катков, общественных садов, гуляний, правительственных учреждений"
1822,"Полны катки, где под звуки мелодичного вальса"
1823,Яхт-Клуб устроил свой ежегодный карнавал; каток был красиво иллюминован фонариками и
1824,"с гармонями и прозвонками, на катке устраивалось игрище, пелись песни и"
1825,"смотря, как летят вниз, по катку, рогожные тюки и деревянные ящики."
1826,"спектакли и гулянья, а зимой — каток."
1827,"за интересной книгой или на катке, где кругом вас сверкают бриллиантиками"
1828,"гадость, и до сих пор каток не мог установиться."
1829,"Вчера мы и каток обновили, целой компанией ходили."
1830,"воскресеньям; идем всей компанией на каток, носимся там, как ураганы, приходим"
1831,Каток. — «Исповедник».
1832,"решено всей компанией идти на каток, поинтриговать там, кто первый под"
1833,Каток в полном разгаре.
1834,"семь часов вечера, здесь на катке я вручу вам Митрофанушку."
1835,"же, не Ирины дурачества на катке тому причиной."
1836,А на катке часто бывала? — равнодушно спрашиваю я.
1837,"обе накрест, как делают на катке, и мы тихо, безмолвно бредем"
1838,"На каток, Лимонин?"
1839,Каток
1840,"общества благоустройства с. Орехова открыт каток на общественном пруду, в Запрудной"
1841,Со дня открытия катка общество благоустройства уже собрало 75
1842,и предложил о-ву благоустройства закрыть каток.
1843,Зато ликуют арендаторы катков.
1844,"по вашему телу, как по катку."
1845,Ледяной каток летом на крыше 24-го этажа
1846,крыши) была обращена в ледяной каток и на нем артисты театра
1847,"сады на крыше и ледяные катки летом, но до катков на"
1848,"ледяные катки летом, но до катков на крыше мы еще не"
1849,"остался у победителей — петербургской команды,  (каток Курляндской ул.)."
1850,"У Ланжерона образовался огромный каток, на котором резвится и бегает"
1851,На всех катках переполнение катающихся.
1852,Катков устроено почти в два раза
1853,эти морозные дни: отапливаемый ледяной каток!..
1854,Внутри здания каток.
1855,20-градусных морозах и вьюгах такой каток прямо-таки необходим.
1856,"и песок, другие по круглым каткам вытаскивают дальше на берег утомленные"
1857,"Под мостом обширный каток, а в Оми, узенькой и"
1858,"начала взбивать, с гимназистами на каток бегать стала, в картинную галерею…"
1859,Как вечер — шмыг на каток.
1860,"то на ленты, то на каток — много расходов."
1861,"Я в праздник на катке играю, и очень больно видеть."
1862,что скандал из-за Наташки на катке был у офицера со студентом
1863,"Я познакомился на катке, и мы познакомились…"
1864,"жильцовской засел, а Черепахин на каток с трубой пошел, и скрипач"
1865,вскорости и Черепахин заявляется с катка.
1866,"что такое, — оказывается, околоточный на катке сказал, что завтра мобилизация его"
1867,раза в неделю тренируются на катке; в Унионе дело еще успешней
1868,Открытие катков
1869,"довольно хороший лед на наливных катках, т. е. устроенных на земле."
1870,Вчера почти все такие катки открыли свои двери.
1871,"дворца спорта с искусственным ледовым катком, площадью в 45 кв. саж."
1872,Игра происходила на катке «Нарвы».
1873,"что прохожие невольно останавливались у катка, а маленькие гимназистки и гимназисты"
1874,"в гимназию и явился на каток несколько ранее, чем всегда."
1875,"занятий, и на этот раз каток был совершенно пустой."
1876,во второй раз прокатились вокруг катка и теперь подъезжали к тому
1877,большой круг по самой рамке катка.
1878,"пришел в условленный час на каток, Иринка уже ждала его."
1879,"кататься, Лева нарочно приходил на каток несколько раньше, прямо из гимназии"
1880,Каток в это время был совершенно
1881,и маленькие елочки у изгороди катка становились мохнатыми и загорались сотнями
1882,"он запаздывал, и тогда на каток собиралась молодежь — гимназисты и гимназистки"
1883,"На катке он гонялся за Л., хотелось"
1884,"дней своих, невозвратимо ускользнувших на катке жизни мы в грустном смирении"
1885,"в театры, в цирк, на катки."
1886,ледяной корой и представляют расчищенный каток.
1887,Каток для колесных коньках
1888,В воскресенье в «Аквариуме» открылся каток для колесных коньков.
1889,открылось несколько скеттинг-рингов (колесный каток).
1890,Вчера на катке Чистых прудов состоялся оживленный карнавал
1891,"Сегодня, 7-го февраля, на катке вятск . пожарного о-ва назначены"
1892,Каток будет иллюминирован разноцветными электрическим лампочками.
1893,отношеніи къ распорядителями объ устройствѣ катка; о выпискѣ журналовъ; о взносахъ
1894,"Петербурге уже роскошный лед, на катках играет музыка, а среди катающихся"
1895,21-го декабря на катке Юсуповского сада состоялась игра в
1896,"Проходя по плотине мимо катка на пруду, осененного вязами, она"
1897,видела в зимний день на катке.
1898,"трепетал и бледнел, ходил на каток чаще, и по тем улицам"
1899,лесу на полянке в ожидании «катков»  (так называется в этой местности
1900,мы заслышали вдалеке шум приближающихся «катков».
1901,"борона, коса — два; а там — каток, веялка, арба да бечева, да"
1902,на Цветном бульваре открылся искусственный каток.
1903,Открытие катка.
1904,Сегодня состоится открытие катка Вятского городского пожарного общества; с
1905,Каток будет иллюминирован разноцветными электрическими лампочками.
1906,3 февраля на катке московского речного Яхт-Клуба состоялись два
1907,3-го февраля в Москве на катке речного клуба состоялось состязание в
1908,января уже тренируется на московском катке.
1909,"На катке реального училища юноша, поссорившись с"
1910,"Из-за дощатого забора, огораживающего каток, смотрели белые ветви деревьев, и"
1911,"с детьми с горы на катке, опрокинулась и ушибла себя пониже"
1912,с детьми с горы на катке.
1913,и детьми с горы на катке.
1914,"тонкой бичевки, бичевок намотанной на каток или смотанной клубком; затем, взяв"
1915,"Гимназисты шли с катка и видели, как по Пушкарской"
1916,"водой, причем домик, расположенный возле катка, наполовину потонул; половина Губернаторского моста"
1917,"18 января, вечером, на катке московского речного яхт-клуба в доме"
1918,Катокъ устрою.
1919,"Стоялъ деревянный катокъ для бѣлья, около него помѣщались"
1920,"другихъ лѣкарственныхъ травъ, а надъ каткомъ болтался свиной окорокъ на веревкѣ"
1921,"дом приказных и подьячих, называвшийся Каток, по крутизне сходов с Кремлевской"
1922,Вчера на катке русского гимнастического общества на Патриарших
1923,С 7 часов вечера на катке стали появляться костюмированные; наиболее интересными
1924,Вчера на катке русского гимнастического общества на Патриаршем
1925,"речной яхт-клуб устроил на своем катке, в доме Обидиной, карнавал."
1926,Вчера на катке русского гимнастического общества состоялось первое
1927,Вчерашний карнавал на льду на катке яхт-клуба во дворе дома Обидина
1928,Каток был прекрасно иллюминирован.
1929,Вчера на катке Патриарших прудов происходило состязание конькобежцев
1930,28 декабря на новом катке кружка любителей спорта на Крестовском
1931,"дамы, вы пойдете все-таки на каток, как собирались?"
1932,От нас до катка очень близко — до Полицейского моста
1933,его вместе с ними на каток.
1934,Пришли на каток.
1935,"другими парами в отдаленный угол катка, к самой стене елок, огораживающих"
1936,После разговора с Рузей на катке невольно радостно билось у него
1937,чтобы Крамер проводил дам на каток.
1938,в оживленной веселой толпе на катке.
1939,очень просто: я пришел на каток переодетым и подсунул мое письмо
1940,"вы не узнали меня на катке, а в своем виде я"
1941,Надинь познакомилась черезъ Хвощевыхъ на каткѣ.
1942,с папой и мамой на каток.
1943,хватал коньки и направлялся на каток…
1944,Хотя каток находился и близко от дома
1945,"лестницу, которая вела в теплушку катка."
1946,"Павлов тоже ходил на каток, но катался он очень плохо"
1947,и он сторонился его на катке…
1948,нарушила эти приятные свидания на катке.
1949,Приходи в воскресенье на каток;
1950,"Смотри, приходи в воскресенье на каток-то!"
1951,пообещала она сказать ему на катке…
1952,"гимназист, которого я видела на катке и ученик Кулибинского училища."
1953,Вчера на катке яхт-клуба состоялось интересное парное катание
1954,Вчера на катке Патриарших прудов состоялось интересное состязание
1955,Вчера на катке Чистых прудов состоялось традиционное состязание
1956,"На вчерашнем карнавале, на катке яхт-клуба, первый дамский приз получила"
1957,Вчера на Лефортовском катке состоялись состязания конькобежцев первого и
1958,"После обеда отправились было на каток, да захватили мало денег, пришлось"
1959,"Мы были на катке, там катались Карповы, но я"
1960,"Потом пошли на каток, и Лена развеселилась, не знаю"
1961,и мы не пошли на каток.
1962,"и мы не пошли на каток, а, так, гуляли по Печерке."
1963,"Однажды, на катке, он снял с ноги у"
1964,дворе у нас почти готов каток.
1965,На катке дворцового парка Леонардо вылепил прекраснейшую
1966,"как там внутри на деревянном катке сидит, поджав по-турецки ноги, Агафьин"
1967,На катке Чистых прудов предполагаются новости.
1968,"нем, посредством налива воды ледяной каток, а летом свободная от катка"
1969,"каток, а летом свободная от катка площадь будет обращена под площадку"
1970,"Вчера, 7-го января, на катке московского Зоологического сада состоялось последнее"
1971,"крыльцом, крыльцом яристом, кубаристом, лежит каток некатанный; кто покатат, тот и"
1972,"третьи целый день пропадали на катке в Зоологическом саду, куда забирали"
1973,"Первая кукла, которую вывезли на катках, оказалась на такой платформе, у"
1974,"во дворе устроил для нее каток, и она вошла в к[омна"
1975,"На катке; он гонялся за Л., хотелось"
1976,"пировала на свадьбах, ходила на каток, ездила кататься на тройках, — все"
1977,"и бурята не скупятся вертеть каток с написанными молитвами, что равносильно"
1978,собрания и на модном тогда катке Фомина.
1979,"эти нити кладут в большие катки, где их варят до тех"
1980,до 4 часов на Таврическом катке в обществе Великих Князей.
1981,"волоком, где водою, где на катках."
1982,"Петр рубил лес и подставлял катки; выпьет бывало анисовки, и снова"
1983,Зимой в саду устраивали каток и катанье с гор.
1984,"Это было на праздниках, на катке, устроенном на Па-де-Кале."
1985,Такие праздники на катке вошли в моду еще при
1986,"Всякая, явившаяся на каток, обязана была сесть и позволить"
1987,и потому их привезла на каток сама Вера Андреевна.
1988,Позже других на каток явился Ополчинин.
1989,И на катке его встретили особенно заметно.
1990,"или иначе, он сегодня на катке был одним из тех, на"
1991,Опять каток.
1992,"хлопот, чтобы попасть сегодня на каток."
1993,"что Рябчич, вероятно, поедет на каток, — тогда она не пустила бы"
1994,редкий и правильный звук тяжелого катка нарушал тишину.
1995,"Каткова не иначе как «противный Каток», вероятно, находя это весьма остроумным."
1996,Каток уже устроен в саду.
1997,раз Аликс и я обновили каток.
1998,саду и играли по-прежнему на катке;
1999,Возились на катке.
2000,поехали в Аничков; играли на катке и гуляли.
2001,Играли на катке и пили чай.
2002,Много играли на катке большими мячами.
2003,Бегали на катке до 4 ч.
2004,"На катке была метель, так что едва"
2005,Играли на катке до 4 ч.
2006,"Таврический сад, где находится придворный каток (недоступный для «публики»)."
2007,Мы с Юрием пришли на каток первыми.
2008,Потом каток мало-помалу наполнился «имеющей доступ» публикой
2009,и снег я пошла на каток.
2010,ему целую публичную «сцену» на катке.
2011,с большим еще удовольствием расчищали каток от снега.
2012,"С реки, где был каток, доносились звуки поенной музыки."
2013,"мне благоприятствовали: мы встретились на катке, и я ему сообщила новый"
2014,Нет? — к Ноеву на каток.
2015,вот Людмила Александровна летит по катку.
2016,"на дворе, где устроен был каток и ледяные горы."
2017,пансионеров по окончании уроков на каток.
2018,которые были устроены рядом с катком.
2019,"сами платили за вход на каток, а у кого не было"
2020,и дать возможность быть на катке вместе с другими.
2021,"Я бы вам ещё до катка дал бы»… — «Да мы, Иван"
2022,"Сюда, на каток — вот куда?» — «Ах, сюда-то"
2023,и пошёл с развалочкой по катку.
2024,"сады, занесенные снегом, промчались мимо катка и ледяных гор — и вот"
2025,Каток наш великолепный и вал кругом
2026,"Мая и Ира приезжают на каток, но того веселия и шума"
2027,для них ледяные горы и каток.
2028,"валами превратилась въ какой-то ледяной катокъ, на которомъ едва балансировали самые"
2029,"к климату увеселения, как то: каток, горы (montagnes russes)  [(русские горы"
2030,"и веялки, зернодробилки и зерносушилки, катки и валики, — все это, покрытое"
2031,"день праздника мы отправляемся на каток, к Египетскому мосту."
2032,"к Дешевовым и вызываю на каток Мишу и Наташу, где знакомлю"
2033,во втором часу отправились на каток.
2034,теперь их не выпустят на каток.
2035,"С катка отправились мы оба, по настоятельному"
2036,вместе с Васей отправился на каток.
2037,"между раскатами был устроен обширный каток для катающихся на коньках, который"
2038,"теплая, 3 ° тепла и каток испортился совершенно."
2039,пошел кататься с детьми на катке.
2040,"например, зимой нам делали ледяные катки для катания на коньках, летом"
2041,"пошел дорожкой к горам и катку, наверное зная, что найдет ее"
2042,Он шел по дорожке к катку и говорил себе:  «Надо не
2043,"шагов, и пред ним открылся каток, и тотчас же среди всех"
