,0
3322,"искру света, такую, как острие иглы, и еще эта частица видна"
3323,"сухим шорохом сыпались мириады белоогненных игл, вырывались и тотчас же уносились"
3324,"с его сорокаградусными морозами, ледяными иглами, висящими в воздухе, режущими, как"
3325,"привел аппарат в порядок, вставил иглу, и Бевенер сам, порывшись в"
3326,"шерстяную ткань: правой рукой втыкал иглу, левой вытаскивал ее за острие"
3327,"ухватил концами блестящей штучки еловую иглу, застрявшую в глотке, и Зося"
3328,"кричит ли кукушка, 
 Сердце исколото иглой."
3329,"бегает в регистратуру, орудует толстой иглой, прокалывает пальцы, хлопает штемпелем, лижет"
3330,"подумала она, и опять, как игла, вошла в нее жалость."
3331,"в синем небе своими острыми иглами-соснами, да в их складках"
3332,"парк на дорожку, усыпанную сосновыми иглами."
3333,стол и берет коробочку с иглами.
3334,"У вас иглы не осыпаются, — молодец!"
3335,он дал ей в хлебе иглу.
3336,"бекасиной дроби; одиннадцать бабушка выковыряла иглой, а остальные сидели в моей"
3337,"Я сажусь и действую толстой иглой, — мне жалко хозяина и всегда"
3338,вонзило в них длинные раскаленные иглы.
3339,"в Ревель, оказались примешанными стальные иглы."
3340,Зазвенели тонкие иглы сосен и елей.
3341,"портнихами, я бы сказала: плохо иглою владеете, им отказала в заказах"
3342,"Худо свой труд исполняете, горько иглою владеете, — произнесла она, горько всхлипывая."
3343,"Мертвая бабочка на игле дикобраза, вонзенной в черную прическу"
3344,среди черных и угрюмых башен-игл.
3345,три волоса вьются вдоль железной иглы.
3346,"Вдали, между двух железных игол, стоял дом-пленка."
3347,"на море, так как дом иглой-башней выдвинулся к морю."
3348,"нитку, но и ушко огромной иглы, попасть в которое представлялось ему"
3349,шелестом на поросшие стежки осыпал иглы и шишки.
3350,тихим звоном рассыпавшиеся в мелкие иглы.
3351,клубы снега и мелких ледяных игл.
3352,"На их тонких острых иглах, как жемчужины, дрожат крупные дождевые"
3353,густо устлана мягкими странно пахнущими иглами.
3354,Точно раскаленные иглы впивались в сердце Таси.
3355,когда вновь начинают чувствовать уколы иглы.
3356,"И огнем, и иглою, да мало ли чем?"
3357,"остова каяков, когда холодная парусная игла, как раскаленное железо, оставляла волдыри"
3358,Даже самые парусные иглы приходилось делать самим.
3359,Иглы и нитки нашлись в доме
3360,"вонзается в тело, как острая игла."
3361,"бородатых грязных солдата, покрытых хвойными иглами и паутиной, настоящее лесные жители"
3362,"подобные соснам, с длинными мягкими иглами росли на нем вперемешку с"
3363,"наколол на иглу, а на игле было еще несколько произведений."
3364,первое литературное произведение осталось на игле и согнутое в четвертушку топорщилось
3365,"в четвертушку топорщилось, расходилось на игле, словно было живое насекомое, проткнутое"
3366,"словно было живое насекомое, проткнутое иглой собирателя."
3367,"становились холодными и колющими, как иглы мороза."
3368,из солнечных лучей и морозных игл.
3369,"жмурились, и тогда тонкие золотые иглы тянулись во все стороны, а"
3370,"балалайка, 1 пластинка, 1 чор. игол, А. И. Башкировой — 2 подушки"
3371,"издалека-далека, сверкали слепительно: золотая игла, облака, луч багровый заката; там"
3372,"ясные дни восходили прекрасно — золотая игла, облака и багровый закат; там"
3373,с легким хрустом пролетела кривая игла; и застыла навеки там серебристым
3374,"издалека-далека, сверкали слепительно: золотая игла, облака, луч багровый заката; там"
3375,"В саду уже пробились светло-зелёные иглы молодой травы, на яблонях набухли"
3376,"куда-либо еж, задевая их своими иглами."
3377,с воткнутыми в него длинной иглой и 20 булавками.
3378,"иероглифов на обелисках, раскрывший тайну иглы Клеопатры и статуи Мемнона."
3379,"лучи обточили их, — как тонкие иглы."
3380,"кофту, и видно, что работать иглой привычно ей, — небольшие загорелые руки"
3381,торчавшие на шишковатом черепе серебряными иглами.
3382,"на ничтожные, слабые клочки, отсветы, иглы лучей, пятна, теплящиеся верхушки деревьев"
3383,"закругление, и наконец прямой, как игла, путь открыл длинную, правильную аллею"
3384,"Зашипела игла, грянули бравурные звуки."
3385,И колющими иглами кружились вокруг него едкие словечки
3386,"Он украсил серебристыми иглами деревья Летнего сада, превратив все"
3387,"где деревья растут с серебристыми иглами вместо наших зеленых листьев, а"
3388,и еще ярче горела золотая игла Петропавловской крепости.
3389,"сетью морщин и жесткой, как иглы ежа, щетиной, отчего оно кажется"
3390,старик Пырерка зашил ему шкуру иглой с оленьей жилой; языком пес
3391,"над которой высятся теперь, словно иглы дикобраза, мачты беспроволочного телеграфа, видала"
3392,"Адмиралтейство было огненным, были, как иглы, раскаленные стволы сосен."
3393,"причудно уродлива жизнь, какие терпкие иглы в воздетом венке…"
3394,до которого легко прикоснулись раскаленной иглой.
3395,Я проникаю в спинной мозг иглой и разрушаю его.
3396,Как проткнуть монету иглой?
3397,Бриллиантовый дождь осыпает зеленые иглы.
3398,"египетские принцессы, получала ежемесячно «на иглу» 2000 рублей; кроме того, хедив"
3399,"Под ногами шуршали жесткие иглы травы, пробившейся сквозь многолетнюю сухую"
3400,Как тонкая игла сквозь студенистую массу».
3401,"глазами, как ее сестра наметывает иглой широкие неумелые стежки…"
3402,"сияющая гладь, осыпанная несметными серебряными иглами."
3403,"и подстриженные шаром, да Адмиралтейская игла со своим корабликом светилась, как"
3404,"пушистыми усами, маленькие, сверлящие глаза иглами впиваются в спину отца, а"
3405,"Шьет она, вышивает золотой иглой, ниткой шелковою."
3406,что в сердце ему тонкою иглой вонзается страх и будит ревность.
3407,"потом твоё самолюбие — оно, точно иглы у ежа, выступает прямо из"
3408,"под сплошными, тонкими и длинными иглами холодного дождя."
3409,"откуда-то, вероятно, из коридора, тянулась игла света, падая на кружевное манто."
3410,"наполняя комнату красноватым туманом, прорезанным иглами лучей, нашедших щели."
3411,"он читал, Блюм чистил ногти иглой терновника — манера, заимствованная у Хейля"
3412,на старание человека попасть острием иглы в острие бритвы.
3413,"невидное людям солнце, блестела адмиралтейская игла, городовые чинно подымали белые палки"
3414,"только слышно было, как костяная игла с легким скрипом проходит через"
3415,"к серому небу острый, как игла, золоченый шпиц Петропавловской крепости, окруженный"
3416,"о палубу и больно, как иглами, колет лицо."
3417,"рука с указательным пальцем, истыканным иглою, легла ей на плечо, а"
3418,"на лету худенькую, с исколотым иглою указательным пальцем, левую руку мамы."
3419,золотых очей короля Солнца Раскаленными иглами впились они в лицо Льдинки.
3420,"мы застревали в колючем шиповнике, иглы которого были похожи на настоящие"
3421,"Исколет себе до крови руки иглою, сердито кричит на башмак или"
3422,и прожег мне душу каленой иглой.
3423,со всех сторон торчат страшные иглы.
3424,"Механизм снабжен обыкновенной граммофонной иглой, которая вращается на цилиндре."
3425,"одно растущее, мятежное, пронизывающее, как иглами, влюбленностью, безумием, стонами, восторгом."
3426,"Утром — Лувр (Венера Милосская), Тюльери (игла Клеопатры)."
3427,А потом снова острой иглой кольнули в мозг и толкали
3428,"стволы, чешуйки древесной корм, хвойные иглы, листья, цветы, даже маленькие — не"
3429,смела пронзить ни разу свинцовая игла.
3430,"потная, густая, и с концов игол скатывались и падали, шурша, смолистые"
3431,"больше прислушиваясь к шороху сухих игл под ногами, к свисту иволги"
3432,"замолк, слышно было, как сухие иглы хвои от сотрясения падали на"
3433,"и что-то остро, колко, как иглы боярышника, впилось в его губы."
3434,"как будто жаль стало, что иглы боярышника не колют больше его"
3435,"чащу леса, царапаю лицо колючими иглами хвои."
3436,"обвиняемому вбивали под ногти железные иглы, вешали над зажженным костром, били"
3437,"оковы, железные круги, пояса с иглами, которые все теперь выставлены в"
3438,у швейных машинок и работают иглами: — для футболистов шьется «форма».
3439,картине фламандской школы кем-то выцарапана иглой надпись:  «Долой старое искусство»!
3440,"тенистой дубраве, они пропадут, как игла в мешке с овсом!"
3441,"щеках и подбородке торчали, как иглы ежа, и лицо стало сумрачно"
3442,"пеньки, из них торчала серебряными иглами перебитая кострика."
3443,"Наталья, видимо, задремавшая, ткнула себе иглою в палец и теперь, вытаращив"
3444,"эти руки с длинными, исколотыми иглою пальцами."
3445,взглянет в лицо — то как иглой уколет.
3446,"немножко — сейчас выдвигаются везде углы, иглы, и — решительно ничего нельзя делать."
3447,"причудливые конусы, где, как острые иглы стоят не выдержавшие холода пихты"
3448,"склонялись веера, зонтики, заостренные овалы, иглы."
3449,"сводить ноги и тысячи острых игл забегали в теле, а сам"
3450,"И, как отравленные иглы, вдруг впились в душу Левона"
3451,Меншиков ежился — его словно ледяные иглы насквозь пронизывали.
3452,"тени курчавых облаков и серебряными иглами играет неровная зыбь, вдали — на"
3453,"Так прошло несколько острых, как иглы, и жгучих, как искры, — минут."
3454,"в его сердце, как острые иглы, и, всколыхнув в груди накипавшие"
3455,"Беззвучно падали иглы с елей и сосен, устилали"
3456,"и молчат — устойчиво молчат каждой иглой, опушенной синим инеем, и идущий"
3457,"и сосны устойчиво молчали каждой иглой, опушенной синим инеем."
3458,"клещами, острыми ногтями и длинными иглами, разрезали по суставам, перетирали тонкими"
3459,"университета Марков, демонстрируя развитие морской иглы, обратил внимание аудитории на своеобразное"
3460,"в 40 000 длинных Блерманских игол, вместо которых оказался разный хлам."
3461,"Г. Шамин указывает, что этими иглами в тесноте наносятся поранения пассажирам"
3462,Посреди заостренных игл багрово-красный махровый цвет.
3463,"я рвал себе руки об иглы, я лицом прижимался к нему"
3464,бросит мясной кус с воткнутою иглою: пес подохнет — и вся тут
3465,"сапогом в лужу, в еловые иглы, в моховой, мягкий муравейник — бежит"
3466,"ножницами старая его мать или иглой поцарапает атлас, а заползают у"
3467,работать или что не вовремя иглой она оцарапает атлас — так вот
3468,теперь успокоилась в тихой могилке; игла ее не скрипит и не
3469,"и будто на них нападая иглой, от которой тянулась малиновая нить"
3470,"Встала она; воткнула иглу в крону шелковых листьев, и"
3471,"маленькая избушка слушала, как похрустывала игла под наперстком Авдотьи и как"
3472,"Авдотья втыкала иглу, и положив руки на кафтан"
3473,"целясь, протыкал птице череп толстой иглой."
3474,"Кулик замирал; игла медленно, уродуя мозг, выходила наружу"
3475,"Тарта пробил его насквозь, как игла холст."
3476,"с правой стороны бросила золотую иглу и скрылась, загороженная береговым выступом"
3477,погоду можно было здесь видеть иглы и зубцы рифов; пролив в
3478,"во все стороны маленькие, острые иглы, но кто-то притупил их."
3479,"каждом столе счеты, на высоких иглах наткнутые квитанции."
3480,Из алкоголя выпадает тоненькими мягкими иглами и плавится при 198-200
3481,вышине похолодевший шпиц стынет серебряной иглой.
3482,"морозную, с ветром, колючим, как иглы… вспомнил санки, летевшие по скрипучему"
3483,какое… ухват да наперсток с иглой…
3484,"от уколов швейной, вечно сердитой иглы, — и другие приметы говорили всё"
3485,"храме, я, не умеющая держать иглы в руках и ненавидящая рукоделие"
3486,Обломок какой-то иглы?
3487,Обломок иглы от шприца.
3488,Этой иглой «Невидимка» и убивает своих жертв.
3489,"вытряхивая коврик, в котором была игла."
3490,"достаточно микроскопической дозы, оставшейся в игле после ее употребления, чтобы вызвать"
3491,Игла «Невидимки» теперь не будет творить
3492,а шума механизма и трения иглы совсем нет.
3493,"страшно было после утончённых, как игла, шуток Марциала или возвышенных, как"
3494,"небо, с ресницами острыми, как иглы!"
3495,"не обращаться к северу стальная игла, правильным образом намагниченная."
3496,"силе, которая, ощетинясь миллионом стальных игл, готовила своим слепым упорством какую-то"
3497,"мелочи: страшная мысль, как стальная игла, пронизываешь мозг — нет сомнения: это"
3498,Белье точно иглами жжет и колет все тело.
3499,"холод пронизывал кожу сотнями тонких игол, вызывая в теле дрожь."
3500,"вѣнецъ… съ острыми, съ кровавыми иглами!"
3501,давитъ мозгъ его; она острыми иглами впивается въ сердце.
3502,"Воздух наполнен раскалёнными иголками; эти иглы пляшут перед глазами, появляются и"
3503,горами в вышине играли золотые иглы солнечных лучей.
3504,"тебя деньги горячие: поковырял, скажем, иглой — вот она, полтина, дай сюда…"
3505,"что слова мудрых остры, как иглы, крепки, как вбитые гвозди, и"
3506,"багряница — кровь, корона — терновый венец, иглы пронзили мне голову…"
3507,"с тонкими пальцами швеи, исколотыми иглою, с бледным, точно восковым личиком"
3508,"слов проникает меня, и колючие иглы ужаса вонзаются в сердце."
3509,угрюмое и щекочет сердце ледяными иглами…
3510,"буровых скважин, когда употребляется железная игла («прожог») для введения фитиля."
3511,От трений такой иглы об стенки скважины или об
3512,"новое произведение, озаглавленное им «Адмиралтейская игла»."
3513,"метели то гладили ее, то иглами больно царапали."
3514,"в окне, сверкнул ряд колких игол и уколол небеса."
3515,"Иглы пересеклись, ломаясь, в одну звездистую"
3516,"Очи открывал, закрывал: иглы ломались, метались, как тонко отточенные"
3517,и солнце ей взор пронзило иглами: в глазах ее танцевали нежные
3518,брызнули в него тысячи солнечных игол.
3519,"Солнце взор пронзило иглами: в глазах танцевали нежные, павлиньи"
3520,Тысячи светленьких игол прыснули с ее стрекозиного стекляруса
3521,"метели то гладила их, то иглами, звездами, снежными перлами дико царапала."
3522,"фигур в косматых папахах, с иглами штыков, появлялись на невысоком холме"
3523,"ли в то время певучая игла, которая пропоет им эти нити"
3524,Иглы кустарника резали его тело — он
3525,Бесцветные маленькие иглы нитрозосоединения высушены в вакууме над
3526,"виде щетинистых друз, образованных длинными иглами."
3527,"На следующий день выделились бесцветные иглы, которые после двукратной перекристаллизации из"
3528,в прекрасные лучистые сростки длинных игл.
3529,"камню и топорщил свои подобные иглам усы, приветливо глядя на родственниц"
3530,ползут с холма белые острые иглы.
3531,"обнажена
С своими страхами и иглами, 
 И нет преград меж ей"
3532,"острая боль, что пронизала одною иглой все его существо, во мгновение"
3533,"как укол невидимой для глаза иглы, и все же огромную, как"
3534,"в часы рукоделий вяло ковыряла иглою, приводя этим в неистовство Павлу"
3535,глаз» во время рабочих часов иглою.
3536,"отчаяния она смотрит на исколотые иглой пальчики девочки, на ее бедный"
3537,"тормошил их, пронизывал насквозь частыми иглами, а они лежали неподвижно."
3538,"Но прошло по всему грубыми иглами человеческое, узкое, как по девственной"
3539,Две невидных тупых иглы шли от этих глаз к
3540,"набросанные на канву, чтобы быстрая игла протянула по ним цветные нити"
3541,"ты меня пришила къ себѣ иглой красы такъ крѣпко, какъ самый"
3542,"питается чувством раздражения, оно тонкими иглами царапает слепое сердце животного."
3543,"что иногда ещё колет острой иглой воспоминаний её холодное, изношенное сердце"
3544,"дева, всю жизнь низала тупой иглой моего ума из ветхих шерстинок"
3545,2. «Иглу» — одно из практичнейших и остроумнейших
3546,Работа с иглою ничуть несложна и на огородах
3547,"открывании рогож, поддевают железным острием иглы рогожу за нижний край и"
3548,"парника; при открывании же поддевают иглою сложенную рогожу и, развернув ее"
3549,Любителям для «иглы» рекомендуем взять лучше достаточно толстый
3550,"в 15 — 20 коп.; бамбуковая игла — легче, прочнее и удобнее в"
3551,"обыкновенно редкие рогожи, накидывая их «иглою» поперек рам; этот способ притенения"
3552,"и откидывать рогожи удобнее всего «иглою»  (см. стр. 42), при чем"
3553,"при закрывании просто развертываются руками;  «иглу» употреблять здесь нельзя, так как"
3554,"уже указывали, лучше всего делать «иглою»."
3555,Две копейки игла».
3556,"раз она начинает выдвигать, словно иглы дикобраза, афоризмы и парадоксы Василия"
3557,"чем мать родила, и взмахивая иглой, сосредоточенно чинили принадлежности костюма."
3558,"в ночной тишине, сколько острых игл жгучего раскаяния и скорби вонзилось"
3559,"в голубой ясности, порвав облачные иглы, занесенные в вышину…"
3560,"Бледно-снежные, длинные» иглы, высоко замерзшие в небесах, составляли"
3561,"бледно-голубом сиянии бледно-золотая, тонкая игла Петропавловской крепости сверкала, отражаясь в"
3562,значит — на левой руке накалывать иглою кресты и натирать порохом».
3563,"пальцем, рекрутское клеймо, выбитое железными иглами казенного штемпеля."
3564,"пропитан был яркими лунными искрами, иглами."
3565,"ногти», колют под них разожженными иглами."
3566,на них застывали висячими длинными иглами.
3567,Игла Адмиралтейства в тумане тускло рдела
3568,"Лишь кое-где из щелей протянулись иглы света, от которых огни лампад"
3569,"тусклым светом лампад и тонкими иглами солнца, мелькали страшные лица, сжатые"
3570,"светом голубые вершины, застылые ледяными иглами пиков, на звездное тихое могучее"
3571,ампулу) — и посредством этой вот иглы (показывается шприц) впускаем их в
3572,"дыхание следили туземцы, как приближается игла к смоченной спиртом коже: глаза"
3573,ужасом и… едва вонзилась уколом игла и рука профессора дрогнула едва
3574,Внезапно почти слег колющий ледяными иглами ветер.
3575,"хребты, — зазубринами голых вершин, синими иглами ледяных пиков, черными провалами ущелий"
3576,"дикий, тонкий и острый, как игла, женский крик пронизал бор и"
3577,Иглы.
3578,"при укушении крыс, при уколах иглой или булавкой, а также при"
3579,"проколоть чистой прокаленной на огне иглой, перочинным ножом или ножницами, не"
3580,"въ лицо его острыми, какъ иглы, глазами, она шарила по столу"
3581,"Легкая, но острая игла коснулась его сердца щемящей отравой."
3582,"пощаде, судорожно хватая воздух зелеными иглами, Таковы священные сосны, колеблемые ветром"
3583,они вонзались в его глаза иглами жгучих цветов; они заполняли перед
3584,"в широкой темноте, как блестящие иглы."
3585,Словно баба иглой уколола!
3586,"ограничился разсматриваньемъ ихъ, а прокалывалъ иглою глаза у изображенныхъ лицъ, или"
3587,"хвойных деревьев осыпаются на землю иглы, которые заглушают траву, почему здешние"
3588,"и лживую, и злую; сомнений иглы колют мозг его, и на"
3589,"спина чудовища, словно дыбом вставшими иглами, покрыта густой хвойной тайгой."
3590,"шапку, сколотил их ветви и иглы."
3591,тюрьмах он научился кое-как ковырять иглой.
3592,"Острые иглы кипарисов, густо и едко пахнувших"
3593,А ты подсѣла и иглой что-то ковыряла.
3594,Вдруг словно тысяча игол впилась в его тело.
3595,Лучи месяца золотыми иглами скользили по густым волнам ее
3596,"петельку за петелькой на чулочные иглы, Ваня учил склонять свою Ros'y…"
3597,"в выходе торчат острия железных игл, в удавках и еще, невесть"
3598,встречала всюду одни только колючие иглы.
3599,"рогов, когтей — у животных, колючек, игл и жгучести — у растений появились"
3600,и ноги скользят по сухим иглам.
3601,"Она саднящими руками вкалывала иглу в плотную, как кожа, веленевую"
3602,"сердцу мила, 
 О, мечты золотая игла, 
 А безумье прославят поэты."
3603,"и мутное, мгновенно пронизавшее острыми иглами глаза и мозг, залило ему"
3604,"коньки, одиноко и пугливо плавала игла-рыба, избѣгая коварныхъ и жгучихъ"
3605,"блестящемъ пескѣ и даже пугливая игла-рыба, забывъ осторожность, висѣла какъ"
3606,"въ акваріумѣ своей любимой рыбы-иглы, которая одна изъ всѣхъ, привезенныхъ"
3607,"не замечен и затеряться, как игла."
3608,"так как она тонкая как игла и, кроме того, жирная."
3609,"который слышится, когда острою тонкою иглой проводят по гладко отполированному стеклу."
3610,"темнел, поднимаясь в небо стальной иглой."
3611,"совсем неподвижно, проколов воздух острыми иглами, — темные елки."
3612,"увидела перед собою тонкую, острую иглу, выдвигающуюся у собеседницы с кончика"
3613,"и одеревеневшие пальцы не держали иглы, он босиком и без подпояски"
3614,"постоянно находились стеклянный шприц и игла, которой я прокалывал её высохшую"
3615,Шприц и игла были у меня; её жизнь
3616,"Я взял шприц и иглу и подошел, но не к"
3617,"Ироида, ковыряя иглою, шепчет ей «Сказ об Аллилуевой"
3618,"и морозен, и миллионы мельчайших игл и крестиков тускло поблескивали на"
3619,"до пожара торговал дёгтем, нитками, иглами и всякой мелочью, но огонь"
3620,Говорил я тебе — держи наготове иглу с ниткой…
3621,"И вдруг его, как иглой, кольнула острая мысль:"
3622,"и села к пяльцам, но игла падала из ее руки, шелк"
3623,ежи и звезды усыпают своими иглами коралловые постройки и морское дно
3624,"до сердцевины и полою, длинною иглою вбрызгивал какую-то жидкость."
3625,"в левую — печень ласточки, прокалывают иглою, произнося заклинания, и тот, на"
3626,"изглоданные соленою влагою, заостренные как иглы."
3627,"взлетала и падала, стекая по иглам камней шипящей струею."
3628,"высилось бесчисленным множеством сталактитоподобных стрельчатых игл, колоколен и башен из чистого"
3629,"будто реяли сталактитоподобные, остроконечные башни, иглы, ползучие арки, каменное кружево из"
3630,"морду дикобраза с колючими ощетинившимися иглами, с отвислою нижнею губою, болтающеюся"
3631,в грязных колеях дороги подернулись иглами хрупкого льда.
3632,"Леонардо увидел лес белых стрельчатых игл и башен собора, подобных сталактитам"
3633,"кристаллически правильного, конусообразного расположения хвойных игл на пихтах, соснах и елях."
3634,Иди лучше ковыряй иглой.
3635,и затонах держались еще льдистые иглы…
3636,"содрогание непонятного ужаса пробежало холодными иглами по его телу, — но и"
3637,"оборачивал голову, и тогда острыми иглами снег колол мое лицо."
3638,"они, эти острые и холодные иглы, что проникали до самого сердца"
3639,"почему я смеялся, и острые иглы вонзались в мое сердце, и"
3640,"деревья были сплошь покрыты колючими иглами, да и кромѣ того, все"
3641,"энергию, а если она сеет иглы на мою постель — зачем мне"
3642,"в вашу память, подобно раскалённым иглам!"
3643,"железом, ежели не запустить хорошенькой иглы под ноготь, ежели не растянуть"
3644,"Держит швея иглу булатную, вдевает нитку рудожелтую, зашивает"
3645,"бранину собирает, узор вышивает, — ни иглы, ни шелку!»,  «Точем скатерти браные"
3646,"красная девица, швея-мастерица, держит иглу булатную, вдевает нитку золотую рудожелтую"
3647,"Богородица; шьет она, вышивает золотой иглою»… и т. д."
3648,рудожелтую нитку и своею золотой иглою вышивает по небу розовую пелену.
3649,"вершок, а хвост — семь верст!»  (игла с ниткой),  «Деревянная птица, крылья"
3650,в тонкость и остроту «декадентских» игл?»  («Русское богатство».
3651,"голоса впиваются в ухо, и иглы мгновенного страха остро разбегаются по"
3652,бы в тюфяке вдруг оказалась игла.
3653,"Штурман дал ему золотой «игль» в десять долларов и, расплатившись"
3654,"там жгли на сковороде, вбивали иглы за ногти; князю Ростовскому отсекли"
3655,"воздух, чуть-чуть покалывая невидимыми иглами, разрумянил ее щеки, а девочка"
3656,"канала, из баловства привила себе иглой шанкерный яд из искусственных язв"
3657,"С иглой-то вы ведь, я чай"
3658,"но не часто, и седые иглы топорщились на подбородке."
3659,"все увеличивающиеся, превращающиеся в прозрачные иглы-сосульки."
3660,"тоненькие морщинки, точно проведенные острой иглой, и делали его похожим на"
3661,"полковник даже зашивал некоторые особыми иглами, данными нам докторами."
3662,"Эти улыбки кололи его, как иглы."
3663,"резко, то почтительно, тонким, как игла, жалом."
3664,"никогда не паши, потому — сосновая игла едучая."
3665,"Под другое вранье иглы не подбить, через третье не"
3666,на деревянную раму; уток продевается иглой в 3/ 4 арш. длины
3667,"Из двух рогож большой иглой, согнутой в дугу, шьется куль"
3668,"затлевший мох, еловые и сосновые иглы, переносились через стоверстное расстояние, и"
3669,"и не будет держать за иглой в долгие зимние вечера, когда"
3670,"лозу винограда, и оканчивается несколькими иглами того же грязно-бурого цвта."
3671,Игла — перо.
3672,и что может начертать женская игла?
3673,"под философскую власть разума, женская игла хотела овладеть самим разумом."
3674,бросает железный шар с заершенными иглами.
3675,но лапы его благодаря заершенным иглам пришиваются таким образом к шару.
3676,Золотистые густые иглы ее уходят вверх и оттеняют
3677,она должна содержать неблагодарной работой иглой.
3678,"была насквозь проткнута длинной, тонкой иглой."
3679,Игла-то какая…
3680,"Горбун схватил двумя пальцами конец иглы, торчавшей из шеи, и с"
3681,"Игла осталась в его руках, а"
3682,Пахомыч выронил иглу и даже шинель скатилась с
3683,"нем оказалась длинная, тонкая стальная игла."
3684,"Эти иглы так остры, что при небольшом"
3685,Тонкая стальная игла блеснула перед ним.
3686,"ящиком, в котором хранилась смертоносная игла."
3687,Ранение сонной артерии иглою могло и не причинить моментальной
3688,"исподлобья, не переставала быстро работать иглой."
3689,Игла упала из рук Фимки и
3690,"тесно по узкой, скользкой от игл, лесной дорожке."
3691,"зеленые мхи, скользкий ковер упавших игл с чахлыми, сухими травинками."
3692,"Синий дым пополз над иглами, и сразу, во всех видных"
3693,"неторопливые, воздушные огни, съедая сухие иглы, подбирались к покорным стволам сосен"
3694,"спотыкаясь о них; накалываясь на иглы мимозы, к стороне высоких гор"
3695,ползешь по мягкой травке под иглами мимоз и шиповника…
3696,"пустые внутри булыжники, усеянные мелкими иглами горного хрусталя, не будут небрежно"
3697,"мертвая пустыня, серебристый песок, сверкающие иглы мимоз."
3698,чахлой мимозой с длинными белыми иглами вместо листьев…
3699,"своихъ утесовъ, какъ дикобразъ своими иглами."
3700,"Тонкие и острые, как иглы, они глубоко вонзаются в неизвестное»."
