,0
5385,"метелей, и подёрнулись серой мёртвой корой."
5386,записывают даже микрометрические дрожания земной коры.
5387,"постепенно от сковавшей ее ледяной коры, и в нее заглянуло горячее"
5388,не все еще мы обросли корою.
5389,"два таких случая, и, пожалуй, кора равнодушия, облекавшая меня до сей"
5390,свое дерево с ожившим на коре его мохом и с набухшими
5391,"видно, суками и с обломанной корой, заросшею старыми болячками."
5392,Сквозь жесткую столетнюю кору пробились без сучков сочные молодые
5393,"противоречий, но наступит день, тленная кора мира спадёт, и сморщенная старуха"
5394,осязали «нетленную порфиру за тленною корою вещества».
5395,янтарных капель смолы на красноватой коре чувствовалось тугое напряжение роста; сочно-зелёные
5396,"с одной стороны, покрыто толстою корою представлений, не относящихся к делу"
5397,"людей, одежда которых покрыта грязной корой; где в одной и той"
5398,"по словам летописца, ели сосновую кору, липовые листья и мох."
5399,"же мох ядяху, ушь, сосну, кору липову и лист ильм, кто"
5400,"лебеду, траву и толченую Древесную кору."
5401,"Олонецком крае, народ питался сосновой корой; в Орловской губернии он ел"
5402,"употребляли хлеб из муки пихтовой коры, соломы, мякины, хлебных зерен, лебеды"
5403,"питающихся хлебом с лебедой, древесною, корой, соломой, жмыхами и тому подобными"
5404,"плод смоковница, с которой снята кора?.."
5405,"Он оденет корою смоковницу, он привесит в доме"
5406,"расходиться как бы волны земной коры, застывавшие в складки и образовавшие"
5407,"Это растяжение, ввиду неподатливости твердой коры (нерастяжимости ее), должно было вызвать"
5408,"белая, как известковая раковина, ледяная кора рвалась под ногами, оседая в"
5409,острым камнем очищает с них кору и хитро перевязывает сухими жилами
5410,"приносила ему землянику в древесной коре, помогала пасти стадо, учила, как"
5411,"Она открыла ему целебные свойства коры, листьев, деревьев и трав."
5412,"взобрался на дерево, к шероховатой коре которого пристало много шерсти с"
5413,"Гибралтар составляют его несокрушимые, как кора земная, стены."
5414,"одревенен, 
 Твой гибкий стан в коре опутался смолистой, 
 Когда окорнилась летучая"
5415,"носились голодные вороны, разыскивая себе коры…"
5416,"Насухо старалось вытереть потную, почерневшую кору, на иззябшие листья дуло горячим"
5417,"веселую чешую натянуло на плесень коры вблизи, звучно христосовалось, смешливое, с"
5418,"граба, острый, пегий, с облупившейся корой, а от него откатывалось воркование"
5419,"колдаш — ветловый, с колечками на коре; делал Фома-конюх, русявый с веснушками."
5420,Комической Оперы в Париже г. Коре написать для парижского театра декорации
5421,"шалаша, темными пальцами сердито отламывал кору жерди."
5422,"отработавшая на кожевенных заводах, ивовая кора, употребляемая для дубления тонких кож."
5423,"Сорта дынь по виду коры плодов разделяются на гладкие, сетчатые"
5424,"служат: величина плодов, изменение окраски коры, чаще всего из зеленоватой в"
5425,"из зеленоватой в желтоватую, мягкость коры, трещины у концов стеблей и"
5426,"перезревают, что обнаруживается сморщиванием наружной коры, но иногда в сухом, не"
5427,"концов, охладеть вместе с земною корою, а потом миллионы лет без"
5428,запах ее и запах сосновой коры.
5429,Образование первой твердой коры: непосредственное затем прекращение светового излучения.
5430,"Химическая и механическая переработка коры водами, под давлением обширной атмосферы."
5431,"приливы расплавленной массы, стесняемые твердой корой, ослабляются и склоняются к уничтожению."
5432,"Кора, уже образовавшаяся, медленно утолщается, и"
5433,и даже разливается над обломками коры.
5434,Кора утолщается; темная теплота Земли уменьшается.
5435,"морского дна вызывает избыток давления коры, лежащей под морем, на массу"
5436,"поднятие континентов, под которыми земная кора тоньше, и служит образованию горных"
5437,"медленных поднятий разных участков земной коры, производимое как неравным охлаждением этих"
5438,березу и пачкал ее белую кору теплой кровью…
5439,топором вырубали людей из под коры растопленного сахара?
5440,"на другой день с дубовой корой варить, — очень выходит вкусно."
5441,"которыми пропитана вся земля от коры до центра, — я уж ни"
5442,"содержания, расклеенные на очищенных от коры деревьях."
5443,"стоял тополь с ободранною мочалившеюся корою, уже окрашенной осенью, а за"
5444,паразитарное растение: оно появляется на коре большого дерева в виде незаметного
5445,"корни в живое тело, проедает кору, обвивает все дерево, сушит его"
5446,"солнца, и во тьму земной коры, в невидимые частицы вашего сердца"
5447,"время держался Ромашов, от сырой коры тополей, от дорожной грязи пахло"
5448,сегодня малиной и отваромъ ивовой коры.
5449,Сушеная малина и ивовая кора.
5450,"Положимъ, что въ ивовой корѣ салициловыя начала есть, что въ"
5451,"в шерсти, как в еловой коре, с козьими рогами и копытами."
5452,"Пахло талым снегом, влажною корою деревьев и нераспустившимися почками."
5453,"Драл с больших сосен кору, сушил, толок в ступе и"
5454,"крутым замкнутым тяжелым сводом, под корою которого странно чудилась бездонная пустота"
5455,"крючьях длинные и толстые, из коры плетеные канаты."
5456,"Сколько лет коре, на которой мы висим?"
5457,"залегал в дуплах и морщинах коры, нависал, как белый хмель, на"
5458,"раннего детства, соками размякшей древесной коры, клеем еле заметных почек."
5459,"трое, что на их высохшей коре проросло семя новых надежд."
5460,"На дереве срезывали кусок коры величиною с лист бумаги, и"
5461,все сразу — тяп-ляп да и корап.
5462,"ветка, обмерзающая непроницаемо прозрачной, холодной корой льда."
5463,Тинктура из свежей коры.
5464,"глубже проникающие за их внешнюю кору, в их сердцевину."
5465,срубленное дерево все еще въ корѣ.
5466,как идёт к берёзе её кора.
5467,"где-то там глубоко под толстой корой предрассудков, дурных привычек и испорченных"
5468,точно чертила ногтем по шершавой коре этих великанов.
5469,её он стучится в твёрдую кору королевского сердца…
5470,"старых стволах, там, где извивы коры глубоки, как людские морщины."
5471,и стук носов о крепкую кору.
5472,"напр., на землю кусок дубовой коры; на четвертый день смотрели, что"
5473,Никак не пробьешь кору!
5474,и зачем-то пощупал его смолистую кору.
5475,"имея силы проникнуть далее в кору земли, мгновенно и неожиданно тухла"
5476,есть такая наука о земное коре…
5477,"которые изгибают и коробят земную кору (геотектонические процессы), а также силами"
5478,"в молодом возрасте береза, мягкая кора которой идет на всевозможные поделки"
5479,олонецким рекам: отмокающая с них кора ложится на дно и губит
5480,"первого грома, сдирают с сосен кору, отделяют внутренний беловатый нежный слой"
5481,"Культурность, словно тонкая кора, наросшая за тысячелетия, спала с"
5482,"земле, покрытой, как накожною болезнью, корой несчастий, скорби, горя, злобы, — всю"
5483,"прорывающее, как вулканическое извержение, тонкую кору нашей культуры."
5484,многовековые платаны с их светлой корой и могучими кронами; табачные плантации
5485,"насорено гніющей соломой, щепками, древесной корой."
5486,"и передал мне кусочек древесной коры, на котором было нацарапано гвоздем"
5487,"Спиридова, нацарапанную им на древесной коре."
5488,написал мне на кусочке древесной коры ее адрес и фамилию с
5489,"прилив жгучего желания молиться, словно кора спала с его сердца, оно"
5490,Точно кора спала с ее сердца.
5491,"здесь гальками, ракушками, обломками древесной коры и тихо скатывалась, и отходила"
5492,На коре он вырезал две буквы “л
5493,"золотистыми переливами на желтой смолистой коре стройных высоких деревьев, подарили прощальной"
5494,"пеньком и тихонько из-под облупившейся коры посмотрела на место, где мелькнули"
5495,Свернутый ветром кусок коры прекрасно закрывал меня от врага
5496,"шагах от прикрывавшего меня куска коры, невдалеке вдруг послышался чей-то приближавшийся"
5497,"или земли, или куском древесной коры."
5498,"частью желтого цвета, жившие на коре деревьев — бурого, в зелени травы"
5499,"ветки стаканчик, стараясь не попортить коры."
5500,его шпаги равномерно касался древесной коры и в симметричных промежутках оставлял
5501,Образовавшаяся из теста кора не даст воде проникнуть через
5502,"казались крыльями, трепетавшими над чёрною корою."
5503,"тонкий слой коричневой древесины, покрытый корою."
5504,"лѣчились и тоже самое — дубовая кора, свиное и гусиное сало, огуречный"
5505,а не настоять-ли осиновой коры да давать бабамъ какъ лѣкарство
5506,"время, борясь со смертью, и кора у колышка зелёная, но всё"
5507,А питался он корою древесной и зельем.
5508,"страшно изнурено и покрыто, как корой, слоем пыли и грязи."
5509,"них от намокшей одежды ледяную кору, поспешили на выручку коня Муртуз-аги"
5510,она только что покрылась твердой корой; на ней зарождается жизнь.
5511,"люди! мы не должны драть кору с деревьев, не ходить на"
5512,"на наш клен, выделяющее из коры растительное масло, весьма вкусное и"
5513,"По автору, в этих случаях кора мозга несомненно должна быть поражена"
5514,"данном случае о поражении мозговой коры и мозжечка, причем, как надо"
5515,"Из ветловой коры он устроил ей дудку, из"
5516,"сенцах, и пахнет сырой, промерзлой корой дров, заготовленных на топку."
5517,"искусно прикреплённый к нему кусок коры, и под нею в дереве"
5518,"спросил Яков, снова прилаживая кусок коры."
5519,его сердца как будто какая-то кора отвалилась.
5520,"приходилось пробиваться сквозь такую толстую кору неведения и неразвитости, что он"
5521,рискуя соскользнуть с затвердевшей снежной коры и скатиться вниз.
5522,"Ледяная кора подо мной проваливается, и я"
5523,"Прозрачная слизистая оболочка, наподобие коры, покрывала громадные стволы этих окаменевших"
5524,"а между ними древесный сор, кора, мочалка."
5525,он самодельную коробочку из древесной коры.
5526,"знал, как теплый ключ под корою льда на дне замерзшей реки"
5527,верхний слой гипса с тонкою корою красок и образуя в ней
5528,"с именами трактирных нимф на коре вязов в подгородных рощах, и"
5529,"кожицей ствола — «рубашечкою» — и наружною корою, уплотняет, распирает, морщит ее, образуя"
5530,"Ежели срезать сук или содрать кору, врачующая сила жизни стягивает к"
5531,что впоследствии на залеченной язве кора утолщается.
5532,"подернулись, как будто льдом, светлою корою клея; снял полотняный покров с"
5533,"нагие, шерстью обросли, как еловою корою, не говорят, только блеют по-козлиному»."
5534,"по обломленной ветке, по сбитой коре, по сломленной былинке и, решив"
5535,снова затвердел; панели покрылись ледяной корою; с самого утра небеса заволокло
5536,"стволы буков гладко обтянуты крепкой корой, а внизу все устлано желтой"
5537,"решено, что этот зонтик принадлежит Коре Пам-Пам, первой этуали летнего театра"
5538,перегнившими листьями и мокрой древесной корою.
5539,"пазухой носят; а хлебца нет — коры невпроед!»,  «На что нам мякина"
5540,"Русалочки-земляночки, на дуб лезли, кору грызли, звалилися, забилися…» — поют при"
5541,"Русалочки-земляночки
На дуб лезли, 
 Кору грызли, 
 Свалилися, забилися» —"
5542,"окачиваемые брызгами, покрывающими буршлаты ледяною корой."
5543,покрыты как бы сплошною одеревенелою корою.
5544,"или лебеды, коренья или древесную кору, идет от родной избы в"
5545,"пор да черствого, с примесью коры и Бог весть еще чего."
5546,"покрылось снегом, острова окружились ледяной корой, и только далеко-далеко еще"
5547,Над скамьей кора дуба была покрыта надписями на
5548,"пробивались теперь в ней, но кора невоспитанного ребенка еще была слишком"
5549,"паралич левой ноги, находится в коре центральной извилины правого мозгового полушария"
5550,"слежался, осел, покрылся тонкою ледяною корою; ветру не взвить над сугробами"
5551,"массе великанов-деревьев, подернутых по коре беловатым мхом, словно сединой лет."
5552,лиц не видно под темно-красной корой запекшейся на солнце крови; только
5553,"по палубе ножонками, покрытыми грязной корой, они идут прочь от машины"
5554,"снасти, делали лодки из древесной коры, возились с ним, катали его"
5555,На белую кору березовых дров капала кровь из
5556,толстый ствол его с облезлой корой преграждал свету доступ в комнату
5557,"кряжистых фигур, покрытых как будто корою, сквозь которую не проступит ни"
5558,"сверх всего, приготовляется краска из коры крушины (которую кое-где кстати называют"
5559,"березу и там врос в кору так, что теперь его едва"
5560,"сбросят кожу, которая лопается, подобно коре на дереве."
5561,"Карре», а всего чаще «кора»,  «гора» с самыми первыми признаками"
5562,дуба или сосны откалывает куски коры и щепки от ствола длинным
5563,"пищи, — и буравом, высверливающим из-под коры добычу."
5564,"Настойчиво он долбит кору в то время, когда его"
5565,"карачити значит ходить, у хорват корак — шаг, и проч.):  «при желании"
5566,"когда поднимается древесный сок, а кора сидит слабо, и сделал надрез"
5567,Соком отдирается кора от ствола и в июле
5568,"нем удавился Иуда, и под корою которого видна кровь (кора под"
5569,под корою которого видна кровь (кора под кожицей красновата); чурбан я
5570,бьющие из каждого излома лопнувшей коры огромных хвойных мачтовиков.
5571,"В кору ее, на некоторой высоте от"
5572,"ограничивается указанными приемами: не только кора и щепа от стволов, но"
5573,"В темной Уломе настойкой из коры деревьев, расщепленных молнией, лечат лихорадку."
5574,"заповедной и врачебной сосны всю кору и успокоились только тогда, когда"
5575,"что оно сплошь покрыто соляною корой, так обманчиво блестящею на солнце"
5576,"неправильные отростки, напоминает цветом и корой грязную старую лозу винограда, и"
5577,"Густой осадок соли подобно ледяной коре, выглядывавшей из-под стоячей воды, не"
5578,"свое средствие: возьмешь топорик, очистишь кору на ели и обухом по"
5579,"глубокому снегу и глодают осиновую кору, и про медведей, которые лежат"
5580,"признали земной шар, наблюдая его кору, существом неорганическим."
5581,"Дерево, кора его и самые листья пальмы"
5582,и заставлял его есть древесную кору пополам с мякиной!
5583,"Они задавили корою своей земности, ничтожного самодовольствия высокое"
5584,"печки и, обжигаясь, подтапливал березовой корой сырые, на концах покрытые снегом"
5585,"леса — в долинах ободранные от коры береза и липа, на горах"
5586,"Из Мусана везут березовую кору, в которую обертывают переносимого из"
5587,видная отрасль торговли — в березовой коре не гниют кости.
5588,Тогда корейцы зажгли березовую кору.
5589,Вся виденная мною Корея перед этим одним уголком какая-то
5590,"несколько заставить оттаять ту ледяную кору, в которую Оленин облекал свое"
5591,"радость молодой женщины растопила ледяную кору, окружившую было сердце Хлебниковой в"
5592,"такое легкое, свивает полосы сухой коры."
5593,смирением следует преклониться пред этой корой…
5594,"На коротких сучках без коры висят бараньи ноги, бараньи ребра"
5595,"легло поперек него, по серой коре порос тонкими нитями нежный, зеленый"
5596,Ящикъ окрашенъ подъ цвѣтъ березовой коры.
5597,"свитка, была обёрнута свежая ивовая кора."
5598,"На коре этой имелась надпись, которую Королева"
5599,"Голубь, искоса поглядывая на ивовую кору, испещрённую знаками и лежавшую перед"
5600,"ведь не на другой какой коре, а именно на ивовой, начертана"
5601,"сильной любви, казалось, пробили ледяную кору в сердце Марианны."
5602,"Ледяная кора, которою ему удалось благодаря усилиям"
5603,Дерево это своей листвой и корой походит на ясень; вышина его
5604,"когда дереву исполнится 7 лет, кору его ствола надрезают и вытекающий"
5605,"корка, цинь-пи, то есть кора дерева цинь, красный сандал, Anchusa"
5606,"его на огне, не снимая коры."
5607,"и разминания, Тсей-Лун обращал кору различных деревьев, куски шелка и"
5608,"а у остальных растений только кора, то есть собственно нижняя наружная"
5609,"из тех трещин в земной коре, на которой построена вся эта"
5610,"Ледяная кора прорвалась, и спавший под ней"
5611,"оковавшую ее за зиму ледяную кору, а оголенные клены, вязы и"
5612,"ряской, недавно вскрывшись от ледяной коры, был еще так многоводен, что"
5613,"Мертвое, сухое сердце, покрытое непроницаемой корой."
5614,"с заматерелою, глубокими морщинами изрытою корою, а такую, чтобы была среднего"
5615,"о присутствии нефти в земной коре, заставляет утверждать: 1) что она"
5616,"А ведь под своей грубой корою, — прибавил генерал, — он недурной и"
5617,"тут, то там сквозь толстую кору подьяческих плутней"
5618,"рубки вершинник, сучья, щепы и кору, — т. е. дозволено делать именно"
5619,"даже ученые, предпочитаетъ жолудь, древесную кору, тюрю (особенное кушанье, очень любимое"
5620,"ли дѣйствуетъ на питаніе древесная кора безъ примѣси муки или, напротивъ"
5621,"ceiba), со светло-зеленой, замечательно гладкой корой и совершенно горизонтально растущими ветвями"
5622,"этого производства: хина содержится в коре дерева, сбор ее производится в"
5623,"ветвей, в следующие затем года кора снимается со стволов."
5624,"ряд деревьев вырубается, причем получается кора не только со стволов и"
5625,Высушенная затем на больших подносах кора кладется в длинные деревянные корыта
5626,себе Albizzia со своей светлой корой и акациеобразной листвой не представляет
5627,"Проезжая мимо правительственных складов хинной коры, мы остановились, чтобы ознакомиться со"
5628,Кора сперва раскладывается на больших деревянных
5629,смотря по требуемому для сушки коры жару.
5630,в открытом сарае женщины скоблили кору с веток и стволов деревьев.
5631,"кольев, покрыв их кусками древесной коры."
5632,"устраивали себе шалаш из древесной коры, я завертывался в свою широкую"
5633,Из кольев и древесной коры наскоро построил ранчо á la
5634,"маленький огонь из сухой древесной коры, который поместил под костром, затем"
5635,и прикрыл все это древесной корой и камнями.
5636,"Ее каблучок скользнул по тонкой коре круглого ствола, она хотела удержаться"
5637,"тяжестью их нередко проламывалась нижняя кора, охраняющая чистую соль от рассола"
5638,"которым можно было, не ломая коры, доходить до средины озера."
5639,"и прикрывал дымовую дыру еловой корой, а сверху заваливал хвоей."
5640,Под грубой каменной корой
5641,Возраст слоев земной коры определяется по тому же порядку
5642,"родословной Фреда, Джет 1-я и Кора названы черно-пегими с подпалинами, а"
5643,"двух старых собаках — Принце и Коре,  «которая, пожалуй, окажется чересчур старой"
5644,"на 5-й очередной (московской) выставке (Кора 1-я и Кора 2-я), Головы"
5645,"московской) выставке (Кора 1-я и Кора 2-я), Головы у них были"
5646,"были последовательно выписаны суки Виск-оунтесс, Кора 2-я и Джерзи Милли, кобели"
5647,Кора 2-я во многом уступала Вискоунтесс
5648,"Юнг-Эбердин, Ренджер, Кора и Юнг-Даш его императорского высочества"
5649,его распоряжению оставшиеся суки желтая Кора и темно-коричневая Долли были отданы
5650,желто-пегие суки Нана I и Кора.
5651,"границы следующие пойнтера: Текс Резунова, Кора Ценкера (см. родословную Полли), Дон"
5652,"Графиня Кора, какъ ее звали всѣ уменьшительнымъ"
5653,Около графини Коры сидѣлъ на маленькомъ табуретѣ хорошо
5654,"Владиміръ Ивановичъ, — вдругъ отозвалась графиня Кора досадливо."
5655,Графиня Кора вспомнила что-то и ахнула.
5656,"Но Кора, будто не видя его, взяла"
5657,Графъ! — строго выговорила Кора.
5658,Кора будетъ дуться и «будировать» дня
5659,"денегъ миссъ Скай, ни красоты Коры, ни забавности Діаны."
5660,Надо посовѣтовать Корѣ женить нашего Ваську на янки
5661,"Я полагаю, что Кора для васъ то же, что"
5662,свои пальцы «между деревом и корой»; я не намерен вдаваться в
5663,"Говорил, что Корее наши дела плохи, — Вебер глупит"
5664,"населяющими его «существователями», которые «задавили корою своей земности, ничтожного самодовольствия высокое"
5665,"донизу, был покрыт, как серою корой, засыхающим пометом птиц, их перьями"
5666,"в короткую, словно из осиновой коры сшитую, свитку, не спеша шел"
5667,"пластам его, так сказать, земной коры."
5668,"мороз покрыл этот снег ледяною корою, и он, как неподвижное море"
5669,"его зубами и ногтями от коры, то старательно сшибал шашкою пунцовые"
5670,зной выжал из серой волокнистой коры кипарисов капли смолы.
5671,Она выдѣлывается пзъ коры тутоваго дерева и походитъ на
5672,"и другая с блестящей, золотистой корой (G. pygmaea), барбарис, облепиха, таволга"
5673,"картины этих мощных складок земной коры, на дне которых затерялась человеческая"
5674,листьями и совершенно гладкой золотистой корой на молодых побегах.
5675,Тополевки протянулся березник с желтоватой корой и мелкими кругловатыми листьями (Betuia
5676,"растут невысокие талы с белой корой, в которых прячутся серые чуйские"
5677,"vulgaris, Caragana pygmaea с золотистой корой, Hippophäe rhamnoides, Myricaria davurica, Ribes"
5678,"известно, лиственица, защищенная более толстой корой и имеющая сочную мало смолистую"
5679,еще потеряв крупные сучья и кору.
5680,она была ограничена кряжем Джуан-кора.
5681,"юга долина замыкается грядой Джаман-кора, являющейся предгорием Саура."
5682,"образование вселенной, геолог — образование земной коры, физик и химик — свойства и"
5683,"ключ, занесенный снегом, пробивает ледяную кору и жаркой греющей струей вырывается"
5684,"и сострадания, несмотря на ледяную кору логических аргументов, раз это сердце"
5685,"прежний, неграмотный ум словно обрастает корою, на этой коре в бессмысленном"
5686,"словно обрастает корою, на этой коре в бессмысленном сочетании вытиснены обрывки"
5687,"сырые и холодные шалаши из коры, в которых живут наши каторжники"
5688,"сидя на возвышениях из древесной коры, плыли куда-то два человека, около"
5689,Дубовой коры 1 п. Мяты 1 1
5690,"один и растопили, наконец, ледяную кору равнодушия к человеческим страданиям."
5691,"скоро устаетъ, а во-вторыхъ, твердая кора снѣга часто колетъ въ кровь"
5692,со свѣже-обглоданной на нихъ корой.
5693,"Один набрал воз березовой коры и думает, — везти или не"
5694,"на худой лошаденке, где за кору дадут ему двугривенный."
5695,птичка эта даже зимою из-под коры деревьев и из сосновых шишек
5696,"визжал в воздухе, вонзался в кору дуба, и сок, как слезы"
5697,"дождь один за другим, рассекали кору и наносили глубокие раны дереву"
5698,которые уже сняли с себя кору ветхого человека.
5699,"красиво: высокій, покрытый бѣловато-сѣрою корою, стволъ его обладаетъ развѣсистою вершиною"
5700,"своимъ первичнымъ корнемъ въ ткани коры дерева, эпифитъ пользуется послѣднимъ лишь"
5701,пишет:  «Солдат изображает сплошную ледяную кору; башлыков развязать нельзя».
5702,"светлые минуты, когда отпадала нажитая кора и являлся вновь прежний Василий"
5703,"японцу воспарить вверх, пробив толстую кору самомнения."
5704,надежды растопить окружавшую ее ледяную кору; но эти-то препятствия и
5705,одна «О благотворном врачебном действии коры и молодых побегов ясенева дерева
5706,"хорошая вода; щелоком из ясеневой коры стоит вымыть ошелудивевших детей, и"
5707,"из досок, рогож и еловой коры, — на свою жесткую постель из"
5708,свои гипотезы о составе земной коры; из Венеции он ездил в
5709,"подлец, вожжищи туго-натуго, так что кора в трех местах потерлась."
5710,определить направление вулканических щелей земной коры и их связь с горообразованием.
5711,"которыми вызывалось постепенное образование земной коры, изменение в границах и очертаниях"
5712,руки его нервно начали отковыривать кору сосны.
5713,"стволы крупных деревьев, и белая кора редких берез выделялась на зеленеющих"
5714,"К коре пласты сливаются, и их надо"
5715,"и желтые, крытые камышем и корой, торчали из-за густозеленой каймы левадов."
5716,"кое-как налаженных из бересты, еловой коры и хвои."
5717,впослѣдствіи чернѣющаго сова изъ надрѣзовъ коры дерева.
5718,Averrhoa Bilimbi выходятъ непосредственно изъ коры самаго ствола дерева и основаній
5719,"концов, охладеть вместе с земною корой, а потом миллионы лет без"
5720,"называемых тектонических сил (складками земной коры), но главным образом являются продуктами"
5721,"мной стояла ты, 
 И я коре твоей послушной
Вверял любимые мечты!"
5722,"в себе, окружил искусственной ледяной корой."
5723,"застывали, как камень, твердою, неровною корою."
5724,камина слегка припахивало горящей березовой корой.
5725,"поилъ Анфису настоемъ изъ ивовой коры, которую заваривалъ въ чайникѣ какъ"
5726,"лихорадки водку, настоенную на ивовой корѣ, отваръ изъ ивовой коры, но"
5727,"ивовой корѣ, отваръ изъ ивовой коры, но это помогало мало."
5728,особый вид березы с красною корою.
5729,Летом эта кора отпадает и висит клочьями.
5730,эта соль местами лежит толстою корою наподобие льда.
5731,"реки, и повалили много деревьев, корою которых кормили баранов."
5732,"мере, не касалась своею ледяной корою голого тела."
5733,Ледяная кора ломалась под тяжестью животных и
5734,"посредине, вкопаны корявые, неочищенные от коры стволы туграка, поддерживающие всю постройку."
5735,"холста, окрашенного в желтый цвет корою джиды); и все в этом"
5736,"и не умея проникнуть дальше коры грубой распущенности, которая облегла душу"
5737,"ухать… тяп да ляп, и корап соорудили."
5738,"думаю, что земля покроется ледяной корой раньше, чем это случится."
5739,"полита водой и образовалась ледяная кора и весьма не ровная, с"
5740,"своихъ ахановъ, подтянутыхъ подъ ледяной корой, и пересматриваютъ, не запуталась ли"
5741,с него постепенно сходила черствая кора условных привычек и ходячей морали
5742,"балаган из березовых веток, еловой коры и хвои."
5743,питались одною мякиною и дубовою корою.
5744,"ею движения, и покрылась ледяной корой, как покрываются ею реки от"
5745,покупали у господскихъ мужиковъ еловую кору для крышъ по пяти копѣекъ
5746,потому что съ небольшаго дерева кора для крышъ не такъ удобна
5747,"удобна, — мала, снималъ съ нихъ кору, а самыя деревья оставались безъ"
5748,"какъ случится; это нечистая съ корой, кору-то переминаютъ съ сѣрой, чтобъ"
5749,"березѣ сперва лупилась береста, потомъ кора и береста пропадала."
5750,"он в избе и сдирал кору с березовой слеги, делая из"
